df1.product,df1.route,df1.tons,df1.usd
3,1,15.434,7553
3,1,510.41,32432
3,2,1.987,1772
3,1,10.374,6987
3,1,47.553,14864
3,2,3.975,3032
4,1,50533.898,93721
4,1,7145.23,64012
4,1,51013.54,93440
4,1,649.935,27686
4,1,2600,46544
4,1,7924.001,65346
4,1,21656.663,82999
4,1,192106.454,98592
4,1,356250.042,98959
4,1,9246.98,67845
4,1,809,31432
4,1,3900.135,53465
4,1,26600,86328
4,1,1387.57,37440
4,1,25374.942,85896
4,1,86182.802,97035
4,1,1000,33692
4,1,13146.393,75739
4,1,3.472,1265
4,1,12146.478,74500
4,1,2500,49002
4,1,71141.058,96010
4,1,137659.754,98128
4,1,535,25669
4,1,5000,57787
4,1,11910,72891
4,1,960.47,32777
4,1,30374.355,88352
4,1,1500,39010
4,1,87224.437,96907
4,1,89714.329,97063
4,1,129051.09,98026
4,1,18177.274,79977
4,1,942.87,33387
4,1,1029.62,33812
4,1,50,7686
4,1,565.811,27615
4,1,4600,55643
4,1,2200,45071
4,1,13000,73843
4,1,92135.852,97267
4,1,126638.897,97983
4,1,165580.173,98493
4,1,238099.887,98785
4,1,1078546.061,99213
4,1,7431.45,63717
4,1,34640,90733
4,1,31219.765,88694
4,1,28.5,5097
4,1,900,32105
4,1,3246.828,50191
4,1,31499.035,90335
4,1,63049.26,95432
4,1,30827.43,90354
4,1,23598.047,84721
4,1,52000,94173
4,5,30328.835,88464
4,1,28744,88322
4,1,30960.405,88453
4,1,53219.568,94266
4,1,49360,93393
4,1,7500,63421
4,1,22475.058,84051
4,1,59363.379,95252
4,5,81962.595,96676
4,1,591.612,27348
4,1,3706.887,51431
4,5,50,7576
4,1,409.201,23562
4,1,571,27341
4,5,1780,41060
4,1,1790,40975
4,1,11.993,2921
4,1,6293.113,60410
4,1,259717.391,98849
4,1,435820.332,99026
4,1,240,23465
4,1,18695.426,80439
4,1,919.38,32353
4,1,80,15891
4,2,8000,62809
4,2,11000,68537
4,2,16496.6,75766
4,2,36992,88676
4,1,42,11070
4,1,2010.56,43863
4,1,1054.34,33702
4,1,18000,80416
4,1,21015.007,83082
4,5,8080,66160
4,1,23536.73,84515
4,5,25068.08,85402
4,1,2464.705,45957
4,1,4578.619,56645
4,1,299185.875,98902
4,1,21000,82484
4,1,65343.743,95477
4,2,2000,41583
4,2,2000,41685
4,1,1007,34081
4,1,688.82,29080
4,1,673.085,31486
4,1,933.78,31212
4,1,11000,71184
4,1,363223.36,98965
4,1,1140.5,34564
4,1,185.5,15819
4,1,1279.11,36496
4,1,16180,78383
4,1,5786.44,60537
4,1,6285.26,61856
4,1,12483.696,74586
4,1,13002.43,74821
4,1,72167.734,96197
4,1,60,8519
4,1,13523.56,75701
4,1,29242.522,88635
5,1,43859.2,91153
5,1,35000,87577
5,1,34400,88183
5,1,4320,56816
5,1,151250,97951
5,1,54,8613
5,1,135,14518
5,1,41000,90376
5,1,5130,59259
5,1,1.814,1785
5,1,1290,30894
5,1,80,15454
5,1,10665.408,70626
5,1,510,33880
5,4,0.12,64
5,1,141.863,15595
5,1,467.862,33078
5,1,10901.368,69508
5,1,9351.029,66996
5,1,47,10508
5,1,21234.012,79606
5,1,20,7231
5,1,2162.091,40321
5,1,50,9412
5,1,325,27198
5,1,4940,54146
5,1,3717.867,49937
5,1,100,13241
5,1,47,10508
5,1,24,8619
5,1,4176.014,67209
5,1,5650,53007
5,1,1570,39084
5,1,54366.642,93399
5,1,2384.651,45503
5,1,24624.199,82283
5,1,48389.198,93541
5,1,1755,39570
5,1,24650,79981
5,1,2000,40899
5,1,34647.968,88204
5,1,12078.724,71271
5,1,5966.4,59920
5,1,810,29587
5,1,810,29749
5,1,1190.434,37203
5,1,5322.914,57621
5,1,8690.134,63999
5,1,37694.442,88778
5,1,40000,90700
5,1,24626.732,83606
5,1,494,20557
5,1,9435.641,66872
5,2,1500,36122
5,2,18,4225
5,2,74.52,11552
5,4,327.87,22380
5,1,130,13341
5,1,520,23576
5,1,1080,34658
5,1,54,8119
5,1,270,19344
5,1,1080,34693
5,1,189,16266
5,1,12000,74788
5,1,540,26381
5,1,255,17836
5,1,135,13727
5,1,540,26132
5,1,3600,52859
5,1,19766.623,79058
5,1,1080,34806
5,1,540,26415
5,1,2430,45997
5,1,103.46,10852
5,2,5.052,2723
5,1,2919.754,44807
5,1,531.3,22929
5,1,1080,34806
5,1,479.304,22783
5,1,0.625,1227
5,1,1.152,186
5,3,0.6,683
5,1,0.058,845
5,1,0.008,27
5,1,0.053,74
5,1,0.125,164
5,1,729,28756
5,1,1350,36514
5,1,135,13390
5,1,270,18607
5,1,145367.653,97944
5,1,52.006,10502
5,1,2,2037
5,1,6067.75,60319
5,1,24,7740
5,1,50.841,10202
5,1,6769.67,57201
5,1,8010.032,62407
5,1,192781.139,98373
5,1,5.25,3635
5,1,17979,79856
5,2,0.9,1154
5,1,4995,57466
5,1,192,23038
5,1,17095.349,79835
5,1,1755,40663
5,1,21.2,8268
5,1,52.01,10359
5,1,185408.149,98402
5,1,1431,36749
5,1,0.12,269
5,1,540,24580
5,1,270,18204
5,3,0.6,2188
5,1,70410.974,95199
5,1,7.02,2935
5,1,210,23984
5,1,0.01,149
5,1,26,6410
5,1,4725,55931
5,1,5000,52635
5,1,40.02,15627
5,3,0.005,261
5,1,1350,36691
5,1,1350,37694
5,1,6048,59342
5,1,270,18563
5,1,8743.28,63582
5,1,310.679,17461
5,1,360,28050
5,1,1080,33254
5,1,160,23959
5,1,567,26954
5,1,1620,39856
5,1,2025,42206
5,1,46273.48,91262
5,1,2295,45344
5,1,0.06,231
5,1,128550,97764
5,1,815,40696
5,1,6.72,8493
5,1,26,6519
5,1,24,7678
5,1,53641.8,94416
5,1,153165.182,98045
5,2,0.031,42
5,1,0.15,282
5,1,270,18139
5,1,540,24746
5,1,23853.514,86079
5,1,48200.541,91088
5,1,95688.115,96473
5,1,1836,40669
5,1,1570,39243
5,1,3.024,3368
5,1,565,26633
5,1,16604.85,78663
5,1,370.42,30387
5,1,7.2,3560
5,1,16.8,6781
5,1,27351,86093
5,1,0.136,304
5,1,0.5,508
5,1,20.01,10639
5,3,0.001,83
5,1,5.502,12084
5,1,270,18093
5,1,2025,40178
5,1,270,19462
5,1,7101,62144
5,1,19485.055,80244
5,1,200,17016
5,1,2,2482
5,1,200,23498
5,1,0.282,590
5,1,20.01,12165
5,1,90,18216
5,1,993,43565
5,3,3.947,10230
5,2,0.922,2320
5,2,499.2,26208
5,2,1120,34494
5,2,2018,42737
5,1,24000,87794
5,1,20867,82654
6,1,12250,64532
6,1,23826.597,77742
6,1,5000,49656
6,1,20155.123,74259
6,1,42891.41,87292
6,1,11500,64043
6,1,2100,38293
6,1,4500,48797
6,3,0.437,436
6,1,3000,43265
6,1,7500,57906
6,1,0.204,231
6,2,1000,25031
6,2,1000,25626
6,1,21550,76440
6,1,10569.511,62518
6,1,6000,52260
6,1,11970,65105
6,1,15750,69669
6,4,0.03,34
6,1,546.18,19148
6,1,12828.59,65599
6,2,11920,60999
6,1,610.658,20405
6,1,49500,89360
6,1,7020.019,54670
6,1,63974.604,91206
6,1,103992.925,94503
6,2,2366.46,35819
6,1,11290.759,59307
6,1,1000.69,26155
6,1,0.51,2470
6,2,2500,37141
6,1,18250,72553
6,1,119250,96753
6,1,6041.23,52343
6,2,500,18759
6,3,0,311
1,1,2.005,386
1,1,92.25,27179
1,1,7.745,9143
1,1,217.55,37279
1,1,700,73659
1,1,4483.716,43282
1,1,18.969,12812
1,1,51.146,32182
1,1,1392.105,74797
1,1,985.58,25314
1,1,6411.672,50625
1,1,125,11549
1,1,78,10168
1,4,160,7821
1,1,125,11895
1,1,25.991,5064
1,1,52,7836
1,1,26.082,4288
1,1,155.32,14468
1,2,111.66,6955
1,1,154.089,14920
1,1,550,25954
1,1,52775.604,87071
1,1,52,7650
1,1,50,8542
1,1,150,14974
1,2,189.87,13046
1,1,249.934,18194
1,1,4582.284,43636
1,1,8669.934,52831
1,1,570,25273
1,4,0.065,71
1,2,0.665,453
1,2,8.676,3720
1,4,3,1304
1,2,5000,39365
1,2,6000,42120
1,1,8132.63,52354
1,4,35.04,2828
1,1,63716.405,89090
1,1,25,5276
1,2,595.85,17357
1,2,8.75,1535
1,1,46.959,18898
1,1,5802.284,49064
1,3,0.18,3366
1,1,1962.131,84964
1,1,155.88,9405
2,1,59027.128,94468
2,1,296.99,20131
2,1,2072,44625
2,1,13580.408,74513
2,1,1500,37950
2,1,229.39,17513
2,1,346.75,20615
2,1,3981.34,54541
2,1,9213.65,68391
2,1,32676.545,88659
2,1,395.93,21784
2,1,7422.816,61716
2,1,10442.09,73803
2,1,689.4,39161
2,1,74.5,13067
2,1,405.755,23171
2,1,315,27784
2,1,4200,54452
2,1,840,39207
2,1,41,11014
2,1,237.3,25171
2,1,236.25,24258
2,1,236.25,24360
2,1,308,19658
2,1,19,6883
2,1,1702.58,40596
2,1,212.21,18340
2,1,20072.421,82490
2,1,93.49,11192
2,1,5965.63,61170
2,1,12462.54,75052
2,1,22020.728,83733
2,1,3258.205,50305
2,1,19401.35,83298
2,1,40200.139,92455
2,1,46823.086,93201
2,1,2421.32,45452
2,1,29560.456,87142
2,1,7000.49,65093
2,1,500,26568
2,1,189.8,15975
2,1,862.745,30479
2,1,4542.5,56142
2,1,5000.27,57693
2,1,7089.058,73208
2,1,30976.505,93480
2,1,308.54,19963
2,1,444.24,24088
2,1,395.65,25416
2,1,5000,54892
2,1,39035.48,91867
2,1,700.14,29272
2,1,45337.398,93277
2,1,5916.49,59603
2,1,1600,39863
2,1,77087.222,96136
2,1,596.605,27229
2,1,110562.105,97453
2,1,123.481,12914
2,1,25120.217,85841
2,1,18181.755,79504
2,1,10143.2,70359
2,1,34968.678,90374
2,1,1110.58,33999
2,1,48134.297,92845
2,1,14.399,12651
2,1,257.921,27027
2,1,784,29637
2,1,18,10378
2,2,12,4368
2,1,1248.18,36763
2,1,10000,69161
2,1,23100.3,84387
2,1,18,5344
2,1,10,5005
2,1,10245.101,69274
2,1,94195,97032
2,1,115521.7,97631
2,2,6,4761
2,1,2275.003,44647
2,1,30,5307
2,1,1639.69,39041
2,1,7804.66,66017
2,1,100,19621
2,1,10075.74,70168
2,1,29000,87128
2,1,8000,64729
2,1,7757.789,64031
2,1,41727.912,91707
3,4,1.66,1609
3,1,198.84,25108
3,2,125.27,19305
3,2,125.315,19620
3,1,521.955,37583
3,1,173.985,23802
3,2,100.216,18024
3,2,200.431,24584
3,1,1836.21,49792
3,1,6.022,2561
3,1,9566.926,79005
3,1,5500,68460
3,2,102.09,19227
3,2,208.097,25546
3,4,405.28,35087
3,1,218.83,23520
3,1,7600,78607
3,1,523.33,31529
3,2,150.324,21338
3,2,106.048,19095
3,5,497.1,36809
3,1,49.71,13241
3,1,7902.033,75645
3,2,224,24245
3,1,4195.16,63447
3,1,3150,58083
3,1,4350,65360
3,1,4000,62604
3,1,22344.74,91285
3,1,30.73,13957
3,1,7000,72899
3,1,3998.02,71247
3,1,3.04,4640
3,1,2375.8,53261
3,1,15500,86211
3,1,500,30943
3,1,3725.07,62296
3,1,21499.15,90616
3,1,2023.97,50596
3,2,120,15621
3,1,829.04,37560
3,1,1.606,1750
3,1,15.24,7532
3,1,470.008,30225
3,1,0.65,424
3,1,0.8,1344
3,1,4.322,3113
3,1,4.355,3115
3,1,24.494,9463
3,1,45.352,13854
3,1,0.36,420
3,2,52.826,12401
4,1,300,20077
4,1,225963.788,98728
4,1,25329.086,86150
4,1,29000,87362
4,1,2990.46,48572
4,1,8751.847,66064
4,1,400,23384
4,1,3000,48587
4,1,4435.94,54718
4,1,24814.252,85167
4,1,74956.428,96106
4,1,102122.395,97432
4,1,11531.911,72209
4,1,6205.494,60772
4,1,10000,69761
4,1,600,27068
4,1,2322.54,45043
4,1,119107.421,97881
4,1,78.83,10014
4,1,10862.306,71223
4,1,31812.085,88874
4,1,4900,56514
4,1,3110.504,49641
4,1,68663.201,95722
4,1,4402.19,54815
4,1,52699.345,93970
4,1,72048.508,96113
4,1,1969.71,42052
4,1,314.666,21369
4,1,5146.34,58065
4,1,208.357,17377
4,1,1998.23,42310
4,1,5993.257,59983
4,1,100533.843,97457
4,1,142340.313,98177
4,1,1491.49,39969
4,1,19580.206,81374
4,1,756.485,30607
4,1,3000,48370
4,1,11411.34,72267
4,1,21.573,4125
4,1,21209.463,82582
4,1,30961.681,88557
4,1,84771.008,96813
4,1,119281.241,97880
4,1,123223.993,97931
4,1,168323.242,98423
4,1,208544.372,98679
4,5,40084.775,91405
4,1,6946.694,63364
4,1,14350.285,75854
4,5,33309.675,89282
4,1,32295.358,88809
4,1,5792.84,59752
4,5,38700,91044
4,1,240,18163
4,1,1417.961,39193
4,1,5874.284,61040
4,1,24038.192,84786
4,1,63301.095,95741
4,1,289.733,19290
4,1,34288.816,89515
4,1,27542.736,88438
4,1,29126.835,87862
4,1,16960.895,79112
4,1,725.39,29643
4,1,10406.551,69790
4,1,26764.684,86178
4,1,45264.958,92778
4,1,130.473,13832
4,1,7412.428,63701
4,1,3151.09,50128
4,1,21899.205,83517
4,5,45355.83,92619
4,1,596.72,27300
4,1,11000,71544
4,1,11988.82,72959
4,1,1575.332,39544
4,1,21643.98,83711
4,5,500,24967
4,5,20,3911
4,1,1.37,530
4,1,15000,76796
4,1,5168.411,58583
4,1,482.097,24485
4,1,9048.716,67856
4,1,852.95,31702
4,1,19236.457,82091
4,1,500,25834
4,1,523.678,26251
4,1,74341.216,96262
4,1,190085.105,98563
4,1,857090.085,99175
4,1,8000,64820
4,1,264,24766
4,1,920.08,36378
4,1,966.35,33504
4,1,3150.88,49741
4,1,60,13795
4,1,50940.088,93555
4,2,1000,31176
4,2,4000,50601
4,2,13500,73040
4,1,21,7156
4,1,33163.194,89091
4,1,45801.356,92665
4,1,805.74,39572
4,1,3300,50206
4,1,12525.795,73887
4,5,15900,77917
4,1,39650,91159
4,5,21170,82787
4,5,18621.17,80627
4,1,28549.06,87230
4,1,22278.014,83679
4,5,13800,75393
4,2,150,15406
4,1,6206.521,60687
4,1,258.658,18674
4,1,3802.15,52607
4,1,1464935.344,99249
4,1,130249.84,97952
4,1,502.931,26082
4,1,300,20019
4,1,66100,95563
4,1,143289.383,98174
4,1,213906.398,98676
4,1,758.049,30363
4,2,1032,32670
4,1,38400,91112
4,1,2950.71,48129
4,1,10945.479,71582
4,1,97758.601,97253
4,1,5000,57321
4,1,484.5,25015
4,1,73.933,10304
4,1,2000,43101
4,1,2865.68,47617
4,1,494.56,24588
4,1,1357.41,37339
4,1,2865.09,48272
4,1,5100.65,57292
4,1,4000,53477
4,1,5000,56727
4,1,55154.347,94439
4,1,101848.461,97465
4,1,3540,51965
4,1,35182.545,90125
4,1,2000,42387
4,1,6000,61509
4,1,4000,53239
4,1,45802.19,93156
4,1,42723.018,91947
5,1,20000,78084
5,1,621,26029
5,1,2970,49911
5,1,270,19371
5,1,29000,85152
5,1,1701,41365
5,1,35.2,9886
5,1,20,7734
5,1,1030,28214
5,1,8398.245,66108
5,1,150,20296
5,2,390,21617
5,1,60.824,10484
5,1,457.266,32188
5,3,0.45,405
5,1,75,14301
5,1,1000,32169
5,1,70.025,13089
5,1,20,7231
5,1,237.348,17273
5,1,423.85,31076
5,1,8500,64244
5,1,120,15160
5,1,180,21578
5,1,94,15210
5,1,1865.634,51801
5,1,4983.963,50060
5,1,1379.136,33103
5,1,1620,38468
5,1,8529.735,67308
5,1,5390.939,57216
5,1,7819.483,60941
5,1,540,24914
5,1,6098.649,57319
5,1,912.85,30713
5,1,5335.723,56233
5,1,998.774,31775
5,1,8556.578,63707
5,1,810,29451
5,1,540,24914
5,1,5030,57563
5,1,2670.118,43777
5,1,2111.725,41382
5,1,10406.944,67416
5,1,19100,77148
5,1,10293.099,65960
5,1,1889.321,39417
5,1,20941.927,81525
5,2,1654.4,37631
5,2,37.02,7106
5,4,0.06,36
5,4,316.47,21999
5,1,520,24792
5,1,540,26262
5,1,189,15949
5,1,405,23108
5,1,270,19228
5,1,540,26132
5,1,540,26128
5,1,135,13733
5,1,10000,67871
5,1,98,13771
5,1,135,13718
5,1,405,22965
5,1,60.131,7213
5,1,5441.62,54431
5,1,50857.2,92149
5,1,2122.911,40345
5,1,4779,56869
5,1,10000,68726
5,1,12642.8,73308
5,1,1051.619,31199
5,4,0.055,121
5,1,15679.304,75137
5,1,1021.59,30298
5,1,270,18611
5,1,1350,37586
5,3,0.005,64
5,1,1.02,750
5,4,0.01,27
5,1,836,29968
5,1,0.05,26
5,1,0.3,504
5,1,0.276,873
5,1,540,25226
5,1,135,13103
5,1,81,9869
5,1,6252.704,55855
5,1,4445,54787
5,1,26,6462
5,1,26.31,6548
5,1,2994.072,44745
5,1,9973.08,70127
5,1,62102.098,94106
5,1,16838,78350
5,2,1.5,1701
5,1,810,30278
5,1,175,21811
5,1,22128.275,82668
5,1,1080,33119
5,1,1122,26655
5,1,25722.557,82987
5,1,2.6,1555
5,1,891,30772
5,1,20,6114
5,1,270,17848
5,1,24,5430
5,1,14062.294,73154
5,1,54,7169
5,1,144,19085
5,1,3645,50428
5,1,2111.802,40489
5,1,0.651,2443
5,1,3321,49181
5,1,540,24401
5,1,2781,47976
5,1,6831,61369
5,1,2580.98,44468
5,1,18356.901,80733
5,1,13780.848,70958
5,1,810,29022
5,1,25157.2,86447
5,1,1565.962,39872
5,1,3780,51473
5,1,3645,51176
5,1,31474.323,86687
5,1,621,27268
5,1,21087.15,82531
5,1,16976.929,76284
5,1,8509.276,61435
5,1,45,12707
5,1,1420,47035
5,1,3.568,5306
5,1,3,2218
5,1,47,12860
5,1,33598.381,86414
5,1,35841.481,89211
5,1,2970,48685
5,2,0.056,223
5,1,270,17848
5,1,9798.769,71136
5,1,1736.579,36827
5,1,43447.675,89577
5,1,4050,52961
5,1,530,25587
5,1,6750,62476
5,1,12921.276,72860
5,1,0.87,887
5,1,5785,58093
5,1,24.7,7820
5,1,241.45,25425
5,1,26,5314
5,1,8505,67988
5,1,1.267,7009
5,3,1.686,1652
5,1,6.11,13188
5,1,2003.063,39204
5,1,48,11022
5,1,2318.95,41880
5,1,1026,34152
5,1,1080,33537
5,1,517.5,37849
5,1,2050,53520
5,3,0.502,3034
5,1,1.021,498
5,1,41.345,9393
5,2,0.078,358
5,2,500.4,23869
5,2,651,28937
5,2,972,31582
5,2,1162,34965
5,1,297,20033
5,1,2740,47418
5,1,5979.882,57020
5,1,7290,64306
6,1,23000,76931
6,1,11000,63001
6,1,5500,50686
6,1,43500,86548
6,1,32000,82289
6,1,15249.145,67996
6,1,7560,56988
6,2,1500,30219
6,2,9799.79,58490
6,1,20970,75450
6,1,11516.16,64086
6,1,9000,59043
6,1,12500,65504
6,1,39749,85673
6,1,7500,55547
6,3,0.029,30
6,1,26250,80252
6,3,0.018,19
6,4,0.73,731
6,2,12008.46,62465
6,1,1,1422
6,3,0.09,91
6,1,3620.143,39935
6,1,27153.325,76216
6,1,1.5,1438
6,1,14499.728,68756
6,1,22017.151,75791
6,4,0.095,141
6,1,35595.73,83225
6,2,1680,31025
6,1,64459.206,90029
6,1,63075,89147
6,1,27359.975,76637
6,2,2002.19,33704
6,1,42049.29,88822
6,1,10.577,3167
1,1,48.785,22892
1,1,80,8837
1,3,0.084,231
1,1,140.728,34614
1,1,20.35,13385
1,3,0.06,1266
1,1,289,57064
1,1,46.064,29454
1,3,2.62,9210
1,1,25.757,23880
1,1,40.003,22142
1,2,27,8144
1,1,5088.629,43235
1,1,50,6795
1,4,80,4757
1,1,125,11945
1,1,103.965,12505
1,1,52.164,6863
1,1,127.714,12067
1,1,20,3578
1,1,390,22778
1,1,150.09,15013
1,1,24.721,4082
1,2,3000,31261
1,2,420.14,19516
1,1,5179.085,43537
1,1,130,13581
1,1,50,6795
1,1,449.47,19100
1,1,102,10761
1,1,2043.5,31885
1,4,0.025,26
1,1,953.866,24139
1,2,1.01,707
1,2,11.98,3885
1,4,2,1212
1,2,2000,26136
1,2,2000,28796
1,2,13700,51944
1,1,16713.496,62596
1,1,18.143,6333
1,1,5937.24,47563
1,4,80.15,5874
1,2,2000,25429
1,3,4.8,9878
1,1,21.31,16122
1,1,10,7883
1,3,0.113,96
1,1,44.786,24891
2,1,63770.026,94660
2,1,32793.048,87647
2,1,1518.1,39421
2,1,2006.64,44325
2,1,11526.055,71036
2,1,2425.28,45743
2,1,792.35,31077
2,1,4695,54593
2,1,106.24,11394
2,1,990.75,33484
2,1,20,4028
2,1,10000,67954
2,1,33552.36,88701
2,1,44454.657,94299
2,1,795.07,28841
2,1,448.8,33632
2,1,79.2,15058
2,1,1401.704,39100
2,1,695.588,28258
2,1,5094.544,58463
2,1,2060,45137
2,1,73,14297
2,1,1300,38573
2,1,6300,61324
2,1,1050,42040
2,1,41,11013
2,1,182.4,23158
2,1,414.25,30376
2,1,501,32491
2,1,2000,44192
2,1,308,19658
2,1,52.5,11019
2,1,1685.3,41234
2,1,327.477,21730
2,1,358.705,23476
2,1,2000,43207
2,1,2702.065,49261
2,1,88.97,10330
2,1,4500,57275
2,1,62118.648,95077
2,1,2000,44192
2,1,6866.47,63401
2,1,23743.855,85302
2,1,23,4435
2,1,19155.15,83007
2,1,4940.096,56185
2,1,18127.035,79868
2,1,19401.65,81578
2,1,24403.495,94102
2,1,29700,87597
2,1,154376.813,98369
2,1,3329.026,49028
2,1,7001,63124
2,1,34716.305,90507
2,1,585.54,25951
2,1,1536.66,39467
2,1,4049.805,52220
2,1,29630,92063
2,1,54660.287,96105
2,1,76.25,15650
2,1,2001.05,42949
2,1,13651.114,74584
2,1,15078.142,76107
2,1,115020.665,97654
2,1,493.93,25053
2,1,14739.797,78477
2,1,30379.865,88262
2,1,525.08,25026
2,1,36789.123,90596
2,1,8100,65616
2,1,4500,54955
2,1,26000,85387
2,1,33600.141,88441
2,1,3649.53,50587
2,1,69298.654,96397
2,1,3024.61,48503
2,1,105.5,12291
2,1,473.04,24338
2,1,25469.98,84008
2,1,15863.848,77147
2,1,70063.013,95999
2,1,156,15028
2,1,226.715,25617
2,1,2377.08,44537
2,2,75,9031
2,2,174,17088
2,1,18,10406
2,1,1023.74,33784
2,1,21361,82083
2,1,18,5344
2,1,8000,63504
2,1,48780.848,92676
2,1,71620,95697
2,1,57750,94125
2,1,38200,89729
2,1,17026.228,78899
2,1,3906.905,53332
2,1,217.034,18025
2,1,419.181,22682
2,1,3500,51750
2,1,2834.837,46673
2,1,1200,36956
2,1,1051.262,32814
2,1,4189.39,54085
2,1,6980.375,63567
2,1,100,19530
2,1,18897.101,80623
2,1,11196.153,71151
2,1,8375.833,64828
2,1,6998,61184
2,1,20000,80269
3,1,248.55,26692
3,1,11.03,4191
3,1,679.93,35667
3,1,24.855,8722
3,1,24.855,8901
3,2,275.639,27958
3,1,89.478,18009
3,1,149.13,22070
3,2,125.27,19783
3,2,150.323,21049
3,1,1210.356,45255
3,1,1421.94,46665
3,1,363.69,27927
3,1,1533.074,47018
3,1,27.455,11196
3,1,2000,51187
3,2,34.03,11175
3,2,109.56,20304
3,2,205.84,25776
3,4,529.68,38492
3,1,1069.147,42713
3,1,1149.1,43768
3,1,1771.563,49219
3,2,75.162,15326
3,2,259.85,26990
3,2,159.072,22961
3,1,397.68,33748
3,1,173.985,24521
3,2,336,28905
3,1,7000,72431
3,1,8.645,4886
3,1,432.86,30093
3,1,4496.66,65524
3,1,988.97,42465
3,1,20501.268,90379
3,1,50.735,13077
3,1,1000,40052
3,1,35714.747,95445
3,1,8000,75628
3,1,30.148,14159
3,1,3.34,1786
3,1,2693.62,56004
3,1,23995.482,92002
3,1,2900,57054
3,2,220,21881
3,1,500,31571
3,1,6.726,3844
3,1,4900,67144
3,1,24.288,8739
3,1,3850,61529
3,2,880,36814
3,1,15.572,7621
3,2,1.71,4755
3,1,0.04,130
3,1,2458.922,54548
3,3,2.2,7720
3,1,1.33,1713
3,1,2000,50346
3,1,3100,57675
3,1,17.862,7947
3,1,24.112,9086
3,2,0.662,790
4,1,187,16467
4,1,1585.218,39025
4,1,1951.729,41648
4,1,175569.402,98477
4,1,45632.268,92763
4,1,19000,81760
4,1,130,13596
4,1,23999.78,84708
4,1,165.596,14846
4,1,5611.77,59001
4,1,10000,68635
4,1,492.16,24801
4,1,500,25152
4,1,2326.06,45005
4,1,17296.41,78700
4,1,25192.461,85348
4,1,89163.112,96919
4,1,399879.603,98985
4,1,5396.205,59637
4,1,2608.084,46599
4,1,1000,33084
4,1,18749.345,81007
4,1,37,7031
4,1,99.1,11133
4,1,3944.306,52870
4,1,3970,52807
4,1,15268.334,78063
4,1,251.83,18340
4,1,1000,33158
4,1,184828.735,98557
4,1,3000,48735
4,1,7369.48,63570
4,1,15495.889,78720
4,1,900.55,31769
4,1,64.52,21314
4,1,1460.174,37799
4,1,9966.827,69638
4,1,97162.995,97218
4,1,21335,83145
4,1,1709.246,40296
4,1,0.485,185
4,1,82823.005,96770
4,1,301749.565,98910
4,1,20847.395,83798
4,1,6400,61859
4,1,3588.02,51101
4,1,2669.587,46772
4,1,32966.844,89454
4,1,1474.372,38244
4,1,200,16280
4,1,16257.974,79460
4,1,186078.121,98562
4,1,197138.456,98623
4,1,229510.778,98726
4,1,8788,66388
4,1,18941.416,82285
4,1,600,27880
4,1,874.32,32087
4,1,39080.559,90587
4,1,3500,50911
4,1,470,24090
4,1,1263.83,36790
4,1,32595.318,89512
4,1,29125.092,87407
4,1,52163.027,93657
4,1,58687.189,94783
4,1,58890.406,94721
4,1,89673.764,96929
4,1,204951.815,98652
4,1,1378850.339,99242
4,1,9487.99,70116
4,5,50984.665,93522
4,1,14991.098,76556
4,1,50424.497,93389
4,1,4331.664,53688
4,1,74688.449,96249
4,1,29893.776,88032
4,1,5606.728,60111
4,1,4386.28,55461
4,5,27980,86815
4,1,4256.145,53852
4,1,7314.068,63709
4,1,17405.988,79696
4,1,30681.3,89555
4,1,99615.581,97274
4,1,28727.871,89289
4,1,31999,90069
4,5,32670,88956
4,1,10295.15,70245
4,1,57081.165,94428
4,1,31669.817,88472
4,1,40750,91409
4,1,54852.614,94214
4,1,29.52,5249
4,1,14984.74,77413
4,1,3374.718,50577
4,1,115206.109,97748
4,5,28470,87047
4,1,4670.005,55407
4,1,26506.214,86364
4,1,10000,68825
4,1,11818.17,72758
4,5,19747.67,81453
4,1,35365.148,89813
4,1,3400,50988
4,5,6330.585,60864
4,1,3150,49651
4,1,34074,89329
4,5,6430.086,61347
4,1,227.205,17480
4,1,113.257,12185
4,5,1200,35272
4,1,900,32045
4,1,59369.067,94936
4,1,3480,51034
4,1,1000,34114
4,1,1800.22,40994
4,1,6561.975,61781
4,1,32569.09,88938
4,1,22044,83490
4,1,2729.677,47257
4,1,3858.162,52234
4,1,195495.808,98587
4,1,594630.147,99105
4,1,1881.41,42748
4,1,6712,61721
4,1,53,14300
4,1,288,19247
4,1,400,26034
4,1,2817.94,48448
4,1,5780.06,60431
4,2,5500,56398
4,1,300,20366
4,1,17614.75,80544
4,1,6262.929,60887
4,1,1873.415,40959
4,1,140.68,14431
4,5,38838,90976
4,5,21410,82927
4,1,30899.425,88022
4,5,2430,45318
4,1,13038.95,74081
4,5,437.215,23360
4,1,27511.375,86357
4,2,125,14311
4,1,660.196,27974
4,1,11603.336,72322
4,1,1217365.809,99227
4,1,21780,83526
4,1,43670,92209
4,1,65770,95365
4,1,16457.59,79111
4,1,131486.736,98157
4,1,204035.637,98622
4,1,187.86,16282
4,1,1244.76,36860
4,1,545,26058
4,1,4410.051,53959
4,1,4420.87,56517
4,1,574524.004,99096
4,1,9440.444,70034
4,1,1080,31440
4,1,73954.787,96174
4,1,3397.007,51844
4,1,138,13790
4,1,307.64,20920
4,1,49678.244,93560
