df1.product,df1.route,df1.tons,df1.usd
2,1,1050,29662
2,1,42615.08,88833
2,1,2700,39904
2,1,201.375,18056
2,1,48829.398,89402
2,1,7500,58307
2,1,32.25,7408
2,1,21000,78491
2,1,2177,37853
2,2,15000,67288
2,1,5000,52400
2,1,2000,38807
2,1,5000,50267
2,1,7718,58871
2,1,6000,52186
2,1,10120,62550
2,1,10339,66037
2,1,10354,60990
2,1,1300,32939
2,1,3500,44207
3,1,500,28214
3,1,645.82,31372
3,1,4000,58215
3,1,1820,46966
3,1,4989.471,61814
3,1,7370,71422
3,1,3635,55742
3,1,11850,79083
3,1,4350,60171
3,1,10000,74520
3,1,2600,50917
3,1,2510,50211
3,4,319.016,28354
3,3,0.018,378
3,1,5.496,4422
3,1,15500,82494
3,1,1000,36932
3,1,15315,82313
3,1,2500,50520
3,1,15004.18,83886
3,1,250.14,26583
3,1,1000,36488
3,2,7600,70514
4,1,8027,59597
4,1,13302.254,69651
4,2,14,3117
4,1,2940,43966
4,1,7523.95,59412
4,1,23548.5,80030
4,1,8400,60732
4,1,2864.4,44467
4,1,17700,74987
4,1,3947.16,48656
4,1,405,20371
4,1,490.67,22352
4,1,49126.66,90681
4,1,12991.435,68841
4,5,10813.51,64522
4,1,2900,44833
4,1,4767.07,52530
4,1,5651.5,55183
4,1,8900,63132
4,1,20000,78562
4,1,3500,47649
4,2,75.4,10422
4,1,12500,69515
4,5,7595.081,56877
4,1,6300,56427
4,1,14500,71412
4,1,20599.024,78229
4,1,2819,43817
4,1,18650.4,76765
4,1,20000,78402
4,1,48033.514,90861
4,1,6300,57263
4,1,16979.62,74157
4,1,495.57,22548
4,1,5457,54546
4,1,6051,56596
4,5,5000,47180
4,5,12098.36,64889
4,1,783.77,27562
4,1,9995.57,63562
4,1,36230.7,86764
4,1,500,22493
4,1,939.1,29298
4,1,3086.7,45447
4,1,4897.032,51811
4,1,17747.606,75610
4,1,5449.6,54567
4,1,14032.606,70445
4,1,163541.92,97949
4,1,11150,67646
4,2,54,8545
4,2,7990.8,55915
4,2,16421.63,70683
4,1,300.06,17361
4,1,1600,36289
4,1,5500,52674
4,1,2552,42508
4,1,60,6747
4,1,14596.9,71376
4,1,3000,44494
4,1,6100,55842
4,1,59473.398,93210
4,1,126.602,11755
4,1,5500,55218
4,2,54,8805
4,2,1000,25839
4,2,9000,59661
4,2,44500,87317
4,1,36981.238,87030
4,1,50363.58,90709
4,1,83659.588,95216
4,1,22210,78149
5,1,7000,58117
5,1,14000,70145
5,1,2000,39897
5,1,875,28225
5,1,0.34,103
5,3,0,13
5,1,43,6246
5,1,500,22579
5,1,8500,62739
5,1,26.3,4356
5,1,7000,58935
5,2,0.077,228
5,4,0.117,171
5,1,14000,70954
5,2,500,21689
5,1,1420,34736
5,1,10000,64511
5,1,7000,58482
5,1,3177,45823
5,1,2000,39502
5,1,12000,69123
5,1,13125,69642
5,3,0.003,33
5,1,14000,70462
5,1,7750,59626
5,1,27500,80729
5,1,2613,40995
5,1,47750,91002
5,1,215,16426
5,1,21000,78232
5,1,25000,78873
5,1,14000,70930
5,1,6500,57098
5,1,7500,59515
5,3,0.001,27
5,1,2.982,1860
5,2,200,14584
5,1,2000,38350
5,1,21000,78454
1,1,2,2831
1,1,63,9293
1,2,108,13092
1,1,423.85,25756
1,1,14.4,13523
1,1,19.309,10509
1,3,0.519,1430
1,2,135,13999
1,2,3.66,9873
1,3,1.332,1538
1,1,15750,54663
1,1,20476,59596
1,2,189,32740
1,2,28.1,4852
1,2,1231.5,39789
1,4,2.95,2001
1,2,100,3171
1,1,14.472,11253
1,2,81,9969
1,1,1.294,308
1,2,9.327,4767
1,3,0.113,1769
1,2,146.145,21462
1,2,27,4830
1,3,3.377,2926
1,2,12.68,7125
1,1,40.011,15759
1,2,882.8,31185
1,2,32,15963
1,3,0.081,1884
2,1,25511.655,78594
2,1,18397.491,74045
2,1,8500,58755
2,1,15700,69718
2,1,15926.145,70772
2,1,1000,27593
2,1,7138.743,57516
2,1,7000,55278
2,1,8871.275,59492
2,1,3634.43,47327
2,1,4500,47918
2,1,7000,57692
2,1,3300,44932
2,1,12651.072,66565
2,1,15617.588,72021
2,1,700,25451
2,1,10277.976,64116
2,1,28.3,3572
2,1,15000,68963
2,1,63.156,6698
2,1,16230,70941
2,1,4650,48627
2,1,8500,59253
2,1,9321.637,61484
2,1,154.825,11473
2,1,800,24878
2,1,31373.688,82797
2,1,2200,37112
2,1,3269.773,44544
2,1,7325.01,57967
2,1,55814.64,90589
2,1,2500,41920
2,1,31500,82579
2,1,47503.414,89840
2,1,8000,58967
2,1,6500,56405
2,1,20100,75530
2,1,23928.686,80982
2,1,20014.23,74683
2,1,10708,66266
2,1,39744.243,87989
2,1,140921.027,97295
2,2,6666.76,53680
2,1,5639.304,52365
2,1,9440,61934
2,1,10288.138,63782
2,1,30845.313,83980
2,1,27000,83754
2,1,16.725,4469
2,1,73004.255,93619
2,1,6000,53381
2,1,22910,78747
2,1,12772.768,67229
2,2,2000,37126
2,1,22358.29,76467
2,1,11476.947,66540
2,1,32.575,7436
2,1,17306.269,73945
2,1,300.3,16904
2,1,9900,66051
2,2,16997.53,71704
2,1,8463,62916
2,1,26030,78833
2,1,13710.034,68349
2,1,17850,72830
2,1,6000,52459
2,2,100,8930
2,1,2101.885,39222
2,1,8000,56676
3,4,25.46,8429
3,1,985.65,36745
3,1,6000,66664
3,1,2175,48225
3,1,2202.59,48776
3,1,4000,58323
3,1,2000,47428
3,1,16924.35,83797
3,1,900,34891
3,1,5000,63304
3,1,10425.254,76042
3,1,950,36095
3,1,751.376,34320
3,1,9472.4,74220
3,2,23.192,7324
3,4,158.023,20951
3,1,10000,75101
3,1,4000,58295
3,1,26335,90171
3,1,1000,36932
3,1,27.6,5977
3,1,17797.409,85359
3,2,3.6,2093
3,1,208.391,24844
3,2,10600,75874
4,1,34.875,4728
4,1,4857.55,52296
4,1,10157.846,64442
4,1,3100,45142
4,1,5044,53346
4,1,35658.843,86280
4,1,23283,80026
4,1,34765,87192
4,1,6349,57691
4,1,26187.697,82499
4,1,72,7732
4,1,5756,54583
4,5,7037.03,59848
4,5,594.874,22973
4,1,11151.03,67137
4,1,28.315,4389
4,1,2000,39052
4,2,270.1,20001
4,4,5000,49491
4,1,2000,38989
4,1,7089.799,58266
4,1,672.922,26368
4,1,1000,29782
4,1,4161.664,49797
4,1,35081.134,86470
4,1,625.03,25068
4,1,12600,69635
4,5,1192.455,27950
4,5,2601.1,38896
4,1,600,24458
4,1,546.3,23829
4,1,22.68,3778
4,1,12278.88,69207
4,1,22939.87,79442
4,1,2581.516,42303
4,1,13342.354,70257
4,2,262,20248
4,4,0.036,37
4,2,3500,45545
4,2,30250,82675
4,1,3068.066,44756
4,1,4000,49537
4,1,2000,37047
4,2,226,18830
4,2,185,17137
4,1,20700,78048
4,1,2638.225,42283
4,1,602.968,23850
4,1,12380.191,68503
4,4,5000,49904
4,1,400,20455
5,1,13125,69289
5,1,7000,57784
5,5,1691,36732
5,2,1.372,1442
5,1,0.144,676
5,1,12250,68083
5,1,537.5,23102
5,1,2900,44333
5,1,5000,52528
5,2,5800,54361
5,1,78,8564
5,1,10000,64683
5,1,25000,79515
5,1,28000,83095
5,1,2865,43997
5,1,2885,44084
5,1,537.5,23129
5,1,10000,64798
5,1,14000,70960
5,1,20000,75388
5,1,7000,58482
5,1,8500,62505
5,1,14250,69644
5,1,9600,64141
5,1,17500,74203
5,1,13300,67860
5,3,0.001,21
5,1,14.061,5327
5,2,350,18759
5,1,14000,71020
5,1,70500,93974
1,1,0.774,1675
1,1,74.14,10248
1,1,42,6788
1,1,15.042,9003
1,1,6366.85,42967
1,2,90.16,24118
1,2,1104.205,36002
1,2,0.1,86
1,2,27,11211
1,4,7.1,3327
1,1,16.068,11647
1,2,286,18897
1,1,7.083,1894
1,2,154,13617
1,3,43.001,39959
1,2,18,3574
1,2,51.174,1945
1,3,3.94,3694
1,2,25,4113
1,2,1607.381,37924
1,1,63,9876
1,2,2.7,1984
1,1,35,13322
1,3,7.5,18367
1,1,41.02,15908
1,3,0.96,3368
2,1,3150,45289
2,1,2000,36727
2,1,5000,49473
2,1,7300,56009
2,1,9699.795,61654
2,1,23871.602,78095
2,1,1418.038,33607
2,1,20554.568,75513
2,1,1500,32733
2,1,5700,52915
2,1,6300,54694
2,1,15632.914,69434
2,1,700,23866
2,1,100,9220
2,1,9445.39,59248
2,1,9581.962,63564
2,1,10920.674,63974
2,1,22105,77362
2,1,29338.515,81026
2,1,8000,57019
2,1,14180,69558
2,1,16695.375,71609
2,1,1500,33945
2,1,26022.109,79658
2,1,900,27565
2,1,40312.491,86340
2,1,19000,75122
2,1,5320,52183
2,1,70563.617,93332
2,1,29411.02,82782
2,1,3000,42476
2,1,53198.781,90469
2,2,2000,37795
2,1,21960.696,79673
2,1,13361.54,69085
2,1,1800,36097
2,1,44013.56,87162
2,1,16.5,4423
2,1,38588,85558
2,1,2400,38508
2,1,18,4973
2,1,10120,63456
2,1,21533.75,76287
2,1,12600,67708
2,1,9942.398,63383
2,1,99.25,14450
2,1,18539.424,74581
2,1,1995.35,37378
2,2,12200,66984
2,1,7510.361,55336
2,1,656.194,23740
2,1,3339.04,44135
2,1,1364.46,32348
2,1,274,16588
3,4,41.941,11422
3,1,2000,48148
3,1,6990.586,69609
3,1,3140,54915
3,1,8260,73222
3,1,100,14538
3,1,2948.624,54886
3,2,17.132,6279
3,4,481.98,34080
3,3,0.18,1069
3,1,1866.907,46720
3,1,6191.093,67793
3,2,3.6,2171
3,1,4931.355,62530
3,2,8500,72313
3,1,0.012,11
4,1,685.56,25975
4,1,14262.11,72320
4,5,18623.626,78073
4,1,157.941,12544
4,1,164.72,13033
4,2,209.85,17733
4,4,10000,61158
4,2,222.5,18924
4,5,9348.999,59847
4,1,2373.601,41269
4,1,22560.915,79455
4,5,2371.05,38347
4,1,216.23,15326
4,1,1007.95,30984
4,1,870,28142
4,1,9594.135,63731
4,1,2837.02,43859
4,2,119.7,15321
4,2,2048.6,44361
4,4,0.036,41
4,2,1000,28654
4,2,6700,55678
4,2,162.5,15837
4,2,1657,41405
4,2,607.495,23546
4,1,5937.345,55456
4,2,202,17940
4,1,135.185,11328
4,1,8331.12,61831
4,4,13000,66570
5,1,13650,72514
5,1,14000,70773
5,3,0.001,74
5,1,1750,36891
5,1,8400,61105
5,3,0.001,113
5,1,3900,49443
5,1,10100,65945
5,1,14000,71254
5,1,26.3,4267
5,2,0.127,359
5,2,0.85,911
5,4,0.78,1034
5,1,430,21862
5,2,8200,60257
5,1,13500,71172
5,1,14000,72043
5,1,12000,68147
5,1,1,1090
5,1,28000,82497
5,1,4375,50405
5,1,5000,52765
5,1,6500,57238
5,1,10000,64233
5,1,28000,82428
5,1,20000,74944
5,1,12500,69026
5,1,14000,71510
5,1,14000,71705
5,1,14000,68486
5,1,14000,70951
5,1,0.022,528
5,1,0.2,1260
5,2,150,12459
5,1,1000,28939
5,1,26000,81177
1,1,1.86,2098
1,1,78.52,9696
1,1,11980,51813
1,1,45.504,18597
1,2,27,4830
1,2,81,9489
1,2,1000,18524
1,1,8337.97,47106
1,1,8365.863,46694
1,2,29.81,4597
1,2,945,34198
1,2,0.222,210
1,2,27,10348
1,4,4.254,2463
1,2,1522,22211
1,1,0.55,1918
1,2,54,7343
1,1,3.337,1173
1,1,21,4453
1,2,75,9221
1,1,20,8143
1,2,100,21544
1,2,32.328,1386
1,2,33.55,5293
1,2,1564,37264
1,2,0.8,4786
2,1,2400,42057
2,1,3817,46401
2,1,10000,61723
2,1,1000,28718
2,1,4200,48449
2,1,3000,42637
2,1,5775,53088
2,1,7004.65,57356
2,1,7937,59495
2,1,26718.634,80581
2,1,14000,69286
2,1,384,18218
2,1,760,25664
2,1,12740.07,68434
2,1,74756.803,93606
2,1,8000,59098
2,1,5200,50760
2,1,47760.864,88927
2,2,3998.49,47755
2,1,300,16773
2,1,10195.44,60366
2,1,145,11025
2,1,1637.663,34816
2,2,2000,37741
2,1,98.75,14370
2,2,11200,65997
2,1,11018.148,64653
2,1,6113.06,52099
2,1,2000,37231
3,4,21.294,8009
3,1,3500,57405
3,1,4500,61682
3,1,4977.822,63829
3,1,500,29157
3,1,1450,45407
3,1,5000,65406
3,1,500,29157
3,1,1000,38146
3,2,5.67,3218
3,4,321.77,29896
3,1,1.832,2163
3,1,379.121,32275
3,2,500,27661
3,2,6500,67932
4,4,5000,49491
4,2,1099.2,36904
4,5,1652.65,33503
4,1,25.08,6192
4,2,37.6,7892
4,2,235.5,19528
4,1,35001.096,84184
4,2,114.15,15756
4,1,34223.73,84840
4,2,40,11320
5,1,875,27965
5,1,21000,78267
5,1,207,14662
5,3,0.011,104
5,1,14000,71079
5,1,19600,77319
5,1,0.676,424
5,2,6.734,4427
5,3,0.001,21
5,1,4000,49868
5,2,0.195,549
5,4,0.26,366
5,1,1000,30689
5,1,7219.2,59484
5,1,500,22432
5,1,5500,54871
5,1,9000,62607
5,1,11125,66607
5,1,14000,70208
5,1,14500,71688
5,1,193.5,13852
5,1,4000,49187
5,1,20000,76969
5,1,1000,30354
5,1,25000,78873
5,1,8500,62446
5,1,8293,60917
5,1,399.95,20577
5,1,14000,70394
5,1,10000,65000
5,1,7000,58030
5,3,0.001,32
5,2,350,18759
5,1,11500,67600
1,1,63,9293
1,1,7503.23,44682
1,2,108,11251
1,2,0.5,3858
1,1,4.82,1119
1,1,11088,50994
1,2,1676,40695
1,2,112.2,21108
1,4,4.612,2707
1,2,2000,24831
1,2,27,4466
1,1,0.999,382
1,2,127,12423
1,3,4,7859
1,2,864.05,29875
1,2,15,6283
2,1,964.996,27422
2,1,580.206,21959
2,1,500,22412
2,1,5587.425,54234
2,1,3000,42790
2,1,705.59,24799
2,1,762.81,25943
2,1,503.48,21391
2,1,1000,28299
2,1,9886.78,62008
2,1,2398.474,41770
2,1,6000,53974
2,1,9520.21,61612
2,1,10067.22,61886
2,1,237.19,14801
2,1,6000,53942
2,1,762.81,25396
2,1,290.103,15900
2,1,2327.5,39641
2,1,2602.5,40058
2,1,2631.62,41290
2,1,800,26871
2,1,54556.355,90796
2,1,38806.78,85808
2,1,9117.554,61144
2,1,25178.761,79406
2,2,37000,84755
2,1,32856.63,83911
2,1,16734.05,72309
2,1,964.996,27422
2,1,16.5,4423
2,1,3000,42613
2,1,65680.52,92889
2,1,31000,82547
2,1,20750,75305
2,1,17000,72447
2,1,15737.683,70786
2,1,12,5588
2,1,2350,39555
2,1,96.35,14186
2,1,33000,85943
2,1,28601.046,83857
2,1,483.505,20312
2,1,1237.19,31559
3,4,14.251,6475
3,1,10036.412,78684
3,4,311.102,30356
3,1,9.16,6204
3,1,10800,78005
3,1,18000,87103
3,1,0.828,1687
3,2,5800,67252
4,1,210,18040
4,2,54,8899
4,4,0.12,142
4,1,52555.57,89582
4,1,108750.896,96346
4,1,65690.93,91395
5,1,14700,71375
5,1,0.068,276
5,3,0,22
5,3,0.003,1911
5,1,7000,57784
5,5,3000,43197
5,5,1784,37498
5,1,14000,71691
5,2,6.226,4275
5,3,0.013,170
5,1,4100,50274
5,1,9900,65589
5,1,26000,82143
5,4,0.073,362
5,1,21.5,3468
5,4,1.378,1595
5,1,2000,39753
5,1,2500,41682
5,1,10000,64233
5,1,14000,70876
5,1,7000,58391
5,1,365.5,19001
5,1,7125,58197
5,1,13806.5,69803
5,1,64800,93310
5,1,64313,92158
5,1,1500,34731
5,1,5500,54956
5,1,7000,58030
5,3,0.001,29
5,2,275,16948
5,1,10000,64432
1,1,6302.891,41949
1,1,6.069,4088
1,1,105.08,11472
1,1,86,10889
1,4,3000,31162
1,2,81,9489
1,2,27,4298
1,1,920,19520
1,1,23623.15,64036
1,1,26506,66267
1,2,1762.52,43321
1,2,55.8,18531
1,4,2.978,2156
1,2,9000,45521
1,1,0.59,260
1,2,27,4554
1,1,950,19814
1,1,2100.964,27604
1,1,50,13672
1,1,70.423,15970
1,2,26000,63706
1,2,951.5,30690
1,1,21.5,4279
1,2,5000,36916
1,1,17.5,8326
1,1,16.035,5878
2,1,23932.78,64883
2,1,2050.749,37867
2,1,24045.22,80788
2,1,2243.661,39052
2,1,7272.412,55788
2,1,7293.725,59201
2,1,1940,36058
2,1,66.5,6607
2,1,3097.5,42567
2,1,15130.668,70213
2,1,73567.78,93328
2,2,5700.05,50119
2,1,4000,46471
2,1,315,16554
2,1,15.8,4268
2,1,30000,82925
2,1,19000,74122
2,1,2000,36954
2,1,4500,47934
2,3,0.3,217
2,1,1,699
2,1,6150,53790
2,1,9743.636,61659
2,1,31450,82147
2,1,23500,80628
2,2,1000,28580
2,1,6500,55291
2,1,5000,47670
2,1,8000,61065
2,2,1000,28326
3,1,17.01,3259
3,4,17.467,7573
3,1,2000,47234
3,1,298.307,24790
3,1,8550,76119
3,4,337.576,31344
3,1,10000,78265
3,1,473.902,35194
3,1,24046.792,89617
3,2,4600,64824
4,2,1012.75,34929
4,3,0.56,2505
4,1,610.85,27154
4,1,94335.72,95359
4,1,178191.092,97967
4,1,103441.87,95773
5,1,14000,71013
5,1,0.005,19
5,1,0.008,27
5,1,6500,58037
5,1,19000,76187
5,1,28500,83627
5,1,14000,71779
5,2,2.208,2266
5,1,0.144,677
5,1,3000,45469
5,1,26.3,4080
5,1,1000,30561
5,4,0.268,374
5,2,23,4238
5,1,25000,78873
5,1,13500,69775
5,1,10000,64233
5,1,14000,70167
5,1,14000,70697
5,1,16500,71492
5,1,8022.5,60396
5,1,12500,69386
5,1,13125,69388
5,1,6000,54877
5,1,8666.2,60118
5,1,100,13241
5,3,0.001,38
5,1,3.591,2444
5,2,251,16200
1,1,63,8043
1,1,6670.912,42818
1,2,54,7492
1,2,18,3455
1,1,11459,51413
1,2,30,4840
1,2,1592,38466
1,2,0.226,301
1,2,75,23895
1,2,28,13568
1,4,4.45,2634
1,2,2000,25114
1,2,54,7151
1,2,100,10861
1,1,1500,24024
1,1,1040,62412
1,2,27,4511
1,2,954.9,30400
1,2,76.358,22292
1,2,5200,36661
1,3,1.02,1493
1,1,90,21973
2,1,3949.73,47024
2,1,3000,40132
2,1,4000,45704
2,1,10000,58397
2,1,1000,26597
2,1,805.53,23499
2,1,2100,36596
2,1,40186.802,85480
2,1,7429.603,56736
2,1,43184.066,85824
2,2,5999.95,53936
2,1,11006.655,61384
2,1,1602,36045
2,1,4875,50294
2,1,1218.974,27439
2,1,5305,48917
2,1,18,4973
2,1,16.972,3997
2,1,14465.888,65719
2,1,25200,78826
2,1,30000,82429
2,2,4000,47269
2,1,10000,58265
2,2,6000,53425
3,2,135,17358
3,4,9.032,5062
3,1,13223.089,82964
3,1,9098,75355
3,3,41.45,11901
3,4,232.387,27052
3,1,9876.775,76746
3,2,500,28796
3,2,8811.43,75523
4,2,18.4,4875
4,1,400,22557
4,1,103361.53,96054
5,1,14000,70608
5,3,0.001,77
5,1,16000,72839
5,1,26000,82682
5,1,3000,45341
5,1,19500,77153
5,2,3.261,2676
5,3,0.003,57
5,1,9000,62517
5,4,0.001,652
5,1,5000,52484
5,4,0.143,199
5,1,301,18549
5,1,4115.35,48865
5,1,900,28482
5,1,1,1081
5,1,107.5,10127
5,1,0.05,938
5,1,14000,70697
5,1,14875,71284
5,1,28500,82691
5,1,71247,93096
5,1,700,25579
5,1,14000,70702
5,1,8000,59770
5,3,0.2,469
5,2,100,10383
5,2,4500,48703
1,1,21,3835
1,1,1500,23670
1,1,8666.021,47582
1,1,315,21319
1,2,486.6,22585
1,1,1459.5,24400
1,1,1635,26425
1,1,15641.412,57107
1,2,30,4840
1,2,1748.155,39330
1,2,0.2,197
1,2,14,7172
1,4,7.734,3691
1,2,950,17277
1,1,80,21573
1,1,94.5,5192
1,2,29,4324
1,2,150,13318
1,1,157.5,7512
1,1,3395,33943
1,3,0.2,893
1,3,1,1419
1,1,767.33,62435
1,2,58,7245
1,2,27,13781
1,2,1606,37179
1,3,0.952,1576
1,2,1373.4,21345
2,1,17751.3,68938
2,1,11994.81,60799
2,1,5000,45298
2,1,21000,72298
2,1,9000,54180
2,1,300,13709
2,1,356,15810
2,1,3000,39387
2,1,3300,38995
2,1,3100,42455
2,1,5000,46829
2,1,2500,35699
2,1,475,17458
2,1,23046.72,72480
2,1,37325.626,80823
2,1,9314.205,57697
2,1,28500,73482
2,1,5701.47,47062
2,1,20500,70986
2,1,5091.885,47794
2,1,87095.65,92735
2,2,4000,42705
2,1,26450,74661
2,1,16.5,4423
2,1,28141.65,81739
2,1,1.9,1104
2,1,4,1540
2,1,42000,86721
2,1,27000,77031
2,1,26208.115,79470
2,2,5000,45125
2,1,3000,38007
2,1,32369.84,78026
2,1,5000,49645
3,4,10.839,5450
3,1,2500,52694
3,1,1975.2,51612
3,1,27000,92257
3,1,1000,39693
3,2,190.67,24129
3,4,41.45,11901
3,4,293.286,29623
3,1,5000.001,61544
3,1,10000,74367
3,1,4799.919,62447
3,2,1026,39821
3,2,5000,65642
3,3,0.191,245
4,1,1000,29056
4,1,29138.752,80697
4,1,1465.51,32481
4,1,6371,53580
4,1,132.759,10284
4,1,5259,50445
4,1,50700,88907
4,1,2000,36578
4,1,13300,66008
4,1,96500,95235
4,1,22750,76006
4,1,80897.493,93915
4,2,11600,60716
4,2,13500,62702
4,1,2500,38783
4,1,31442.12,83551
4,1,11000,63382
4,1,2500,39307
4,1,61831.522,91386
4,2,2500,37834
5,1,0.3,392
5,1,14000,71254
5,1,33750,85682
5,2,4.273,3346
5,1,1500,35497
5,1,5500,54870
5,1,7000,58962
5,1,10000,64634
5,3,0.007,227
5,1,43,5820
5,1,14000,68779
5,2,0.03,80
5,2,69,9051
5,1,40,5459
5,1,4904,52168
5,1,20,4651
5,1,20,4651
5,1,20,4651
5,1,989,27766
5,1,14000,70167
5,1,24000,79898
5,1,27780,82233
5,1,240,20296
5,1,14277.5,68939
5,3,0.003,19
5,1,14000,71059
5,1,3.934,2779
5,2,550,23959
5,2,1500,33171
1,1,5827,41017
1,1,21,3799
1,2,81,8545
1,1,1600,23287
1,1,11389.595,51326
1,2,216.6,15197
1,3,0.8,4118
1,1,3,699
1,1,3226.85,32663
1,1,15919.49,54930
1,1,18579.42,58284
1,2,3551.755,48836
1,2,0.2,191
1,4,2.95,2020
1,2,6959.96,41533
1,1,9.773,8699
1,1,13.194,2890
1,1,756,18967
1,2,29,4324
1,2,156,12047
1,1,4100,34681
1,3,0.72,3210
1,3,0.105,217
1,2,26.35,3904
1,2,85.1,9749
1,2,9992.968,47021
1,2,1929.5,38915
1,1,85.72,9374
1,1,14.497,10246
1,1,107.5,10799
1,3,0.06,403
2,1,18630.03,65586
2,1,4000,41323
2,1,36300,78644
2,1,41265.562,79522
2,1,316.531,13663
2,1,4700,42868
2,1,5000,47676
2,1,2000,35793
2,1,3628,39772
2,5,14679.518,53247
2,1,413.77,15920
2,1,2000,31064
2,1,6000,45982
2,1,500,18082
2,1,12669.435,61110
2,1,8000,52003
2,1,26674.422,75684
2,1,8000,51170
2,1,14000,62832
2,1,42000,80015
2,1,4200,44904
2,1,30050,75565
2,1,10000,55974
2,1,51145,86407
2,1,19821.039,67506
2,1,40550.46,83022
2,1,11135.586,58660
2,1,21006.405,70405
2,1,14400,62854
2,1,95415.596,93773
2,2,14700.04,60727
2,1,23687.248,72223
2,1,6000,49281
2,1,67000,88181
2,1,7705,51343
2,1,84557.436,90347
2,1,22500,67809
2,1,13200,58054
2,1,22800,68469
2,1,28600,82891
2,1,4500,44459
2,1,49610,88300
2,2,3000,35419
2,1,23276.768,70006
2,1,6000,45982
2,1,13000,58161
2,1,2017,31833
3,4,15.065,6523
3,1,1463.25,45359
3,4,0.166,181
3,1,619.98,33451
3,1,5338.392,67128
3,1,3000,55504
3,1,1000,38360
3,1,4400,64701
3,1,4000,62895
3,1,4380.02,61521
3,1,8000,75552
3,1,49561.608,96457
3,1,1500,45545
3,1,4286.75,62952
3,2,124.35,19998
3,4,93.03,17584
3,1,750,35782
3,1,18.32,9977
3,1,4999.999,60498
3,1,35000,93892
3,1,2000,49587
3,1,7640,73789
3,1,14657,83018
3,1,343,26704
3,1,7000,67951
3,1,7046.137,71699
3,2,4800,64366
4,1,28374.8,79596
4,1,500,27841
4,1,72472.401,92669
4,1,26233.668,78168
4,1,1000,27504
4,1,12019,64142
4,1,12000,63752
4,1,18524.741,72117
4,1,7657,55928
4,1,3400,43512
4,1,1200,30940
4,1,2000,35832
4,1,609,21917
4,1,1000,27230
4,1,2000,35245
4,5,10985.91,56925
4,1,3000,41313
4,1,7750,56252
4,1,10000,60036
4,1,14612.73,68332
4,1,9000,58816
4,1,7500,55938
4,1,60409.282,90481
4,1,93711.698,95007
4,1,1000,27359
4,1,18000,71432
4,1,37585,84230
4,1,5387.27,50453
4,1,32043.117,82017
4,1,108250,95667
4,1,218,14653
4,1,1000,29126
4,1,5600,52047
4,1,8000,56689
4,1,4100.52,45460
4,1,151423.689,97158
4,1,5054.234,49246
4,1,145.766,10815
4,1,16119.832,69462
4,1,50490,89049
4,1,168291.296,97503
4,1,15700,69736
4,2,24500,74419
4,2,27800,76609
4,1,24859,77996
4,1,2000,35706
4,1,10000,61506
4,1,30000,80105
4,1,8700,57997
4,1,46147.385,87206
4,1,1000,27600
4,1,33343.022,83597
4,1,77500,93103
4,1,10947.656,61729
4,1,5300,49471
4,1,18700,71546
4,1,3000,41734
4,1,8500,58344
4,1,5000,48632
4,1,20000,73639
4,1,1000,27639
4,1,45480,86750
4,1,16000,70055
4,1,57600,90049
4,1,2000,35824
4,1,55000,89458
4,1,10000,60588
4,1,194517.022,97845
4,2,3,40252
4,2,4500,46208
4,1,53629.88,89101
5,1,0.3,392
5,1,22250,78142
5,3,0.31,1251
5,1,0.003,46
5,1,43,6184
5,1,236.5,16478
5,1,11857.35,64207
5,1,13500,67846
5,1,215,15538
5,1,15400,69202
5,1,1008,28460
5,1,14040,67650
5,1,27000,81767
5,1,200,18599
5,1,14000,68530
5,1,14000,69722
5,1,28000,81921
5,1,14000,67718
5,1,100,13241
5,1,3.782,2538
5,2,175,14001
5,2,3000,42618
5,1,18000,72334
1,1,13810,53130
1,1,104.31,12385
1,2,54,6339
1,2,251.1,16349
1,2,7,2957
1,1,1000,18631
1,1,3605,35944
1,1,33299.053,68682
1,2,2006.956,39076
1,2,0.384,1239
1,4,5.522,2922
1,2,26.73,1934
1,2,27,4058
1,1,21,3339
1,1,162,6537
1,1,1866,27808
1,2,300,16732
1,2,1000,18184
1,1,5000,36981
1,1,8428.152,44057
1,3,1.4,2882
1,2,27,3926
1,2,58,7077
1,1,15019.45,54883
1,2,15,2862
1,2,2510.13,43110
1,1,281.16,17309
1,2,1.6,2174
1,3,0.86,3277
1,3,0.101,295
1,1,0.36,932
2,1,3000,35507
2,1,7000,48652
2,1,5000,43725
2,1,34132.209,78481
2,1,382.944,15025
2,1,10000,53568
2,1,6250,45973
2,1,9939.428,53356
2,1,12001.792,56603
2,5,19968.382,62170
2,1,4000,44653
2,1,20500,66604
2,1,4000,39380
2,1,5107.8,46206
2,1,1000,26548
2,1,57712.741,87656
2,1,5000,48375
2,1,2625,33785
2,1,10000,53958
2,1,9000,51963
2,1,22579.948,69442
2,1,14500,59468
2,1,30000,72852
2,1,59615.841,85181
2,1,4200,46024
2,1,15513.739,61336
2,1,29146.72,75456
2,1,56933.63,83957
2,1,16591.03,63963
2,1,24000,73736
2,1,29016.97,77077
2,1,932.53,22363
2,1,8792.197,51269
2,1,16329.49,64263
2,1,25000,72073
2,1,5000,42697
2,1,20520,66738
2,1,1315.906,25653
2,1,19428.24,67411
2,1,61441.63,86774
2,2,13499.96,57617
2,1,3500,39338
